Land_size_for_Crop_Agriculture_Acres,hh_size,hhh_age,number_perennial_grown,HH Income + Production/Day  (USD),business_number,composts,water_control_practise,postharvest_food_storage,hhh_read_write,Material_walls,bicycle_owned,seasonal_crops_planted,grow_vegetables,season2_crops_planted,work_casual,radios_owned,non_bio_waste_mgt_method,save_mode_7,tippy_tap_present,soil_mgt_methods,hh_produce_lq_manure,Access to electricity,ProgressStatus
3.0,4.0,22.0,4.0,3.400962606442058,1,0,1,1,0,1,1,5.0,1,4.0,1,1,2,1,1.0,1 2 3 4 5,1,1,On Track
0.25,6.0,62.0,2.0,3.239540910773788,1,0,1,1,1,1,1,5.0,1,5.0,1,1,2,1,1.0,1 2 3 4 5,1,0,On Track
4.8,7.0,56.0,5.0,3.0488707885968163,0,1,1,0,1,1,1,4.0,1,4.0,0,1,3,1,1.0,1 2 3 4 5,0,0,On Track
2.0,9.0,47.0,4.0,3.101443909663088,1,1,1,1,1,2,0,4.0,0,4.0,0,1,1,0,1.0,1 2 3 4 5,0,0,On Track
3.25,7.0,37.0,3.0,3.497223250647908,0,1,0,1,1,2,1,4.0,1,5.0,0,1,1,0,1.0,1 2 3 4 5,1,0,On Track
2.75,4.0,33.0,3.0,3.60755275823769,0,1,1,1,1,1,0,5.0,1,6.0,1,1,1,1,1.0,1 2 3 4 5,1,0,On Track
1.8,9.0,44.0,4.0,4.092558311736394,1,1,1,1,0,1,0,5.0,1,5.0,1,1,2,1,1.0,1 2 3 4 5,1,1,On Track
2.0,4.0,40.0,4.0,2.639763050721955,0,1,1,1,0,1,0,4.0,0,3.0,0,1,1,1,1.0,1 2 3,1,0,Struggling
1.5,5.0,30.0,1.0,3.4246575342465757,1,0,1,1,1,1,1,5.0,1,5.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
2.0,5.0,30.0,2.0,3.4337282487967418,0,0,1,1,1,1,0,6.0,1,6.0,0,1,1,1,1.0,1 2 3 4 5,1,0,On Track
4.8,8.0,29.0,4.0,3.0176231025546096,0,1,1,1,1,2,1,5.0,0,5.0,0,1,2,0,0.0,1 2 3 4 5,1,0,On Track
1.1,8.0,38.0,4.0,2.87115883006294,1,1,1,1,0,1,1,5.0,1,3.0,0,0,1,1,1.0,1 2 3 4 5,1,0,Struggling
4.8,5.0,32.0,6.0,3.2935949648278413,0,1,1,0,1,1,0,4.0,1,5.0,1,0,3,1,0.0,1 2 3 4 5,1,0,On Track
1.0,10.5,64.0,1.0,1.6830803406145871,1,0,1,1,1,1,1,3.0,1,2.0,0,1,1 2,1,1.0,1 2 3 4 5,1,0,Struggling
4.8,8.0,44.0,6.0,4.049981488337653,1,1,0,1,1,2,1,3.0,0,4.0,0,0,1,0,0.0,1 3,0,0,On Track
2.0,5.0,50.0,4.0,3.0581266197704555,1,1,1,1,1,1,1,6.0,1,2.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
0.9,3.0,23.0,6.0,3.547945205479452,1,1,1,1,1,1,0,6.0,1,2.0,1,1,1,1,1.0,1 2 4 5,1,0,On Track
4.8,7.0,39.0,5.0,3.558681969640874,1,0,1,1,1,1,1,3.0,1,2.0,0,1,3,1,1.0,1 2 3 4 5,1,0,On Track
3.0,6.0,47.0,5.0,3.2659015179563124,1,1,1,1,1,1,1,6.0,1,4.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
4.0,4.0,54.0,5.0,3.108848574602,0,0,1,1,0,1,0,6.0,1,2.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
4.8,8.0,30.0,4.0,4.016290262865605,1,0,0,1,1,2,1,5.0,1,5.0,1,1,2,1,1.0,1 2 3 4 5,1,0,On Track
4.8,3.0,67.0,4.0,2.7674935209181784,1,0,0,0,1,1,1,3.0,1,4.0,0,1,1,0,0.0,1 2 3 4 5,1,0,Struggling
2.0,7.0,43.0,5.0,2.707515734912995,1,0,1,1,1,2,1,5.0,1,4.0,0,1,2,1,1.0,1 2 3 4 5,1,0,Struggling
4.8,7.0,52.0,2.0,3.4912995186967786,1,1,1,1,1,1,1,5.0,1,5.0,0,1,1 2 3,1,1.0,1 2 3 4 5,1,0,On Track
4.8,4.0,35.0,2.0,2.496667900777489,0,0,0,1,1,1,1,4.0,1,4.0,0,1,2 3,1,0.0,1 2 3 4 5,1,0,Struggling
2.0,6.0,33.0,7.0,3.905960755275824,1,1,0,1,1,1,1,8.0,1,4.0,0,1,1,1,1.0,1 2 3 4,1,0,On Track
4.25,9.0,60.0,2.0,4.029988893002592,0,1,1,1,1,1,1,7.0,1,6.0,0,0,1 3,1,1.0,1 2 4,1,0,On Track
2.5,7.0,54.0,5.0,3.5701592002961866,0,1,1,1,1,1,0,6.0,1,6.0,1,1,3 97,1,1.0,1 2 3 4 5,1,0,On Track
2.6,6.0,64.0,4.0,3.2554609403924477,0,0,1,1,1,1,0,4.0,1,4.0,1,1,3,1,0.0,1 2 3 4 5,0,0,On Track
0.0,7.0,39.0,5.0,3.5116623472787856,0,0,0,1,1,1,0,5.0,1,4.0,1,1,2,1,1.0,1 2 3 4 5,1,0,On Track
4.8,5.0,25.0,3.0,3.0970011106997406,1,1,0,1,0,2,0,4.0,1,3.0,0,1,1,1,0.0,1 2 4,1,0,On Track
2.5,7.0,40.0,5.0,3.525731210662718,0,0,1,1,1,2,1,6.0,1,4.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
2.0,4.0,38.0,5.0,3.1810440577563868,0,1,1,1,1,1,1,6.0,1,4.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
2.9,5.0,33.0,7.0,3.508700481303221,1,1,0,1,1,1,0,6.0,1,4.0,0,1,1,1,1.0,1 2 3,1,0,On Track
4.8,9.0,46.0,5.0,3.9770455386893744,1,1,0,1,1,2,1,3.0,1,3.0,0,1,2 97,1,1.0,1 2 3 4 5,0,0,On Track
4.8,7.0,38.0,3.0,2.51462421325435,0,1,0,1,1,2,1,4.0,1,4.0,0,1,2 3 97,1,1.0,1 2 3 4 5,1,0,Struggling
3.75,8.0,38.0,4.0,3.851166234727879,0,0,1,1,0,1,0,6.0,1,6.0,0,1,1 2,1,0.0,1 2 3 4 5,1,0,On Track
3.5,10.0,37.0,5.0,4.326915957052943,1,1,1,1,1,2,0,6.0,1,4.0,0,1,3,1,1.0,1 2 3 4 5,1,0,On Track
3.0,4.0,53.0,1.0,3.4054054054054053,1,1,1,1,1,1,1,6.0,1,5.0,0,1,1 2,1,1.0,1 2 3,0,0,On Track
1.25,8.0,38.0,6.0,3.735653461680859,1,0,0,1,1,1,1,5.0,1,5.0,0,1,2,1,1.0,2 3 4 5,1,0,On Track
4.8,8.0,45.0,3.0,2.3809700111069976,1,1,0,1,0,2,1,4.0,1,5.0,0,0,2,1,1.0,1 2 3 4 5,1,0,Struggling
2.75,3.0,83.0,4.0,4.175860792299148,0,0,1,1,0,1,0,5.0,1,4.0,1,1,2,1,1.0,2 3 4 5,1,0,On Track
4.8,6.0,52.0,4.0,3.50796001480933,0,0,0,1,0,1,0,6.0,1,5.0,1,0,1,1,0.0,2 4,1,1,On Track
4.8,6.0,50.0,4.0,3.86449463161792,0,1,0,1,0,1,0,6.0,1,5.0,1,1,1,1,0.0,1 2 4,1,1,On Track
2.0,7.0,32.0,2.0,3.5638652350981115,0,1,1,1,1,1,1,5.0,1,4.0,1,1,1 3,1,1.0,1 2 3 4 5,1,0,On Track
3.0,1.0,53.0,5.0,3.593113661606812,1,0,1,1,1,1,1,6.0,1,4.0,0,0,2,1,1.0,1 2 3 4 5,1,0,On Track
3.0,5.0,35.0,3.0,3.368567197334321,1,0,1,1,0,2,1,4.0,1,4.0,0,1,1,0,0.0,1 2 3 4 5,0,0,On Track
1.9,8.0,50.0,7.0,3.772676786375417,0,1,0,1,1,2,0,3.0,1,3.0,0,1,1,1,1.0,1 2 3 5,1,0,On Track
4.8,6.0,48.0,6.0,3.391262495372084,0,1,1,1,1,2,1,5.0,1,5.0,0,1,3 97,1,1.0,1 2 3 4 5,1,0,On Track
3.75,8.0,45.0,5.0,3.9326175490559048,0,0,1,1,1,1,0,7.0,1,4.0,1,1,1 2,1,1.0,1 2 3 4 5,1,0,On Track
2.0,8.0,52.0,2.0,3.751203258052573,1,1,0,1,1,2,0,4.0,1,3.0,0,1,3,0,1.0,1 2 4,1,0,On Track
2.75,9.0,54.0,1.0,3.495742317660126,1,0,0,1,0,1,1,6.0,1,4.0,0,1,1 2,1,0.0,1 2 3 4 5,1,0,On Track
2.75,8.0,56.0,3.0,4.151055164753795,0,1,1,1,1,1,1,5.0,1,5.0,1,0,3 97,1,1.0,1 2 3 4 5,1,0,On Track
1.0,8.0,40.0,3.0,4.1560162902628655,0,0,0,1,1,2,0,3.0,1,2.0,1,1,2,1,1.0,1 2 3 4 5,1,0,On Track
1.3,6.0,39.0,4.0,4.036208811551277,1,1,1,1,1,1,0,5.0,1,4.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
1.0,10.5,60.0,3.0,4.097741577193632,1,0,1,1,1,2,0,5.0,1,5.0,1,0,2,0,1.0,1 2 3 4 5,1,0,On Track
4.8,4.0,72.0,5.0,2.8433913365420214,0,1,1,1,0,2,1,6.0,0,5.0,0,1,2,0,0.0,1 2 5,0,0,Struggling
1.4,4.0,49.0,5.0,4.606442058496853,0,1,1,1,0,1,0,6.0,1,6.0,1,1,1,1,1.0,1 2 4 5,1,1,On Track
1.75,7.0,36.0,5.0,3.4975934838948537,0,1,0,0,1,1,0,4.0,1,3.0,1,1,1,0,0.0,1 2,0,0,On Track
2.0,6.0,38.0,7.0,3.262865605331359,1,1,1,1,1,2,1,7.0,1,3.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
2.0,6.0,36.0,5.0,3.311366160681229,1,1,1,1,1,1,1,6.0,1,4.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
1.4,1.0,25.0,1.0,3.1580895964457607,1,0,1,1,1,2,1,6.0,1,4.0,0,0,2,1,1.0,1 2 3 4 5,1,0,On Track
2.5,6.0,43.0,4.0,3.241762310255461,0,1,1,1,1,1,1,6.0,1,1.0,1,1,1,1,0.0,2 4,1,1,On Track
3.9,7.0,65.0,6.0,4.178452425027768,0,1,0,1,0,1,0,5.0,1,6.0,0,1,1,1,1.0,1 2,1,1,On Track
4.8,8.0,46.0,2.0,2.8004442798963347,1,1,0,1,1,2,1,5.0,1,5.0,0,1,1,0,1.0,1 2,1,0,Struggling
2.0,6.0,54.0,4.0,3.3097371343946684,1,0,1,1,1,1,1,5.0,1,4.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
3.0,7.0,46.0,2.0,1.87115883006294,0,0,0,1,1,1,0,5.0,1,4.0,0,1,3,0,0.0,1 2 3 4 5,0,0,Struggling
4.75,8.0,33.0,2.0,3.054054054054054,0,1,1,0,0,2,0,7.0,0,7.0,0,1,1 2,1,1.0,1 2 3 4 5,1,0,On Track
1.75,6.0,39.0,3.0,3.747500925583117,1,0,1,1,1,1,0,6.0,1,5.0,0,1,1 2,1,0.0,1 2 3 4 5,1,0,On Track
4.8,4.0,52.0,5.0,2.6527212143650503,1,1,0,1,1,1,1,5.0,1,4.0,0,1,2,1,1.0,1 2 5,1,0,Struggling
1.5,6.0,40.0,4.0,2.467974824139208,0,1,0,0,1,2,1,3.0,1,5.0,0,0,1,1,1.0,1 2 3 4 5,1,0,Struggling
2.5,6.0,47.0,6.0,3.773787486116253,0,1,1,1,0,2,0,4.0,1,3.0,0,1,2,1,0.0,1 2 3,0,0,On Track
3.25,9.0,44.0,3.0,4.004442798963347,0,1,1,1,0,2,1,7.0,1,5.0,1,1,2 3,1,1.0,1 2 3 4,1,0,On Track
2.9,8.0,84.0,1.0,3.738245094409478,1,1,0,1,1,2,0,5.0,1,5.0,0,1,1,1,1.0,1 2 4 5,1,0,On Track
3.5,5.0,55.0,1.0,3.985190670122177,0,1,1,1,1,1,1,6.0,1,6.0,0,1,2,0,0.0,1 2 3 4 5,1,0,On Track
1.0,6.0,68.0,2.0,1.5394298407997038,0,1,0,1,1,1,1,3.0,1,2.0,0,0,1 2,1,1.0,1 2 3 4 5,1,0,Struggling
2.8,2.0,55.0,5.0,2.211403184005924,1,1,0,1,0,1,0,5.0,1,2.0,0,0,2,1,1.0,1 2 4 5,1,0,Struggling
2.6,7.0,55.0,4.0,3.5231395779340984,0,1,1,1,0,1,0,4.0,1,4.0,1,1,1 2,1,0.0,1 2 3 4 5,0,0,On Track
4.0,6.0,50.0,1.0,3.627545353572751,1,1,0,1,1,1,1,4.0,1,6.0,0,1,1,1,1.0,1 2 4,1,0,On Track
3.0,3.0,48.0,6.0,2.6890040725657167,0,1,1,1,1,2,0,3.0,0,5.0,0,1,2,1,1.0,1 2 3 4 5,1,0,Struggling
0.0,6.0,38.0,0.0,2.43761569788967,0,0,0,1,0,1,0,2.0,1,5.0,0,1,1,0,0.0,2 3 4 5,0,0,Struggling
1.5,7.0,80.0,5.0,3.515734912995187,0,1,0,1,1,1,0,3.0,1,4.0,0,1,3,0,1.0,1 2 4,1,0,On Track
1.25,8.0,59.0,5.0,3.751203258052573,0,1,1,0,1,1,1,3.0,0,6.0,0,1,1,1,1.0,1 2 3 4 5,1,0,On Track
3.5,7.0,35.0,5.0,3.5734912995186967,0,0,1,1,1,1,0,4.0,1,4.0,1,1,2,1,1.0,1 2 3 4 5,1,0,On Track
4.0,6.0,60.0,6.0,3.8763420955201777,0,1,0,1,1,1,1,5.0,1,4.0,0,1,3,1,1.0,1 3 4 5,1,0,On Track
2.6,6.0,32.0,4.0,3.672343576453165,1,1,1,1,1,1,1,3.0,1,4.0,1,0,1 97,1,0.0,1 2 3 5,0,1,On Track
2.0,5.0,33.0,5.0,3.918918918918919,1,0,1,1,1,2,1,6.0,1,3.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
1.25,2.0,45.0,3.0,3.4757497223250646,0,0,1,1,1,1,0,5.0,1,3.0,0,1,1 2,1,1.0,1 2 3 4 5,1,0,On Track
1.5,5.0,29.0,2.0,2.6071825249907445,0,1,0,1,0,1,1,4.0,0,5.0,0,1,1 2,1,0.0,1 2 3 4 5,0,0,Struggling
3.9,9.0,37.0,7.0,3.98741206960385,0,1,0,1,0,1,0,4.0,1,5.0,1,1,1,1,1.0,1 2,1,0,On Track
2.75,6.0,40.0,4.0,3.922251018141429,1,0,1,1,0,1,0,4.0,1,7.0,0,1,1 2,1,0.0,1 2 3 4 5,1,0,On Track
4.8,7.0,28.0,5.0,2.6982599037393555,0,0,0,0,1,1,0,4.0,0,4.0,0,0,1,1,1.0,1 2 3 4 5,1,1,Struggling
4.5,7.0,36.0,2.0,3.515734912995187,1,1,1,1,1,1,1,4.0,0,4.0,0,1,1,1,1.0,1 4,0,0,On Track
3.5,7.0,38.0,5.0,3.853017400962606,0,1,1,1,0,1,0,5.0,1,5.0,1,1,2,0,1.0,1 2 3 4 5,1,0,On Track
3.0,4.0,63.0,2.0,3.640133283968901,0,1,1,1,0,1,0,5.0,1,5.0,0,1,1,1,1.0,1 2 4,1,0,On Track
0.75,8.0,60.0,3.0,4.107367641614217,0,0,0,1,0,1,0,3.0,1,2.0,1,1,2,1,1.0,1 2 3 4 5,0,0,On Track
1.75,6.0,35.0,2.0,3.7489818585709,0,0,0,1,0,1,0,4.0,1,5.0,0,1,2,1,0.0,1 2 3 4 5,0,0,On Track
1.75,5.0,50.0,2.0,3.166234727878564,0,0,1,1,1,1,0,6.0,1,5.0,0,1,1 2,1,1.0,1 2 3 4 5,1,0,On Track
2.9,8.0,56.0,4.0,3.828804146612366,1,1,1,1,1,1,0,4.0,1,4.0,0,0,3,1,1.0,1 2 3 4 5,0,0,On Track
1.75,5.0,40.0,1.0,2.9655683080340616,1,1,1,1,1,2,1,5.0,1,5.0,0,1,1 3,1,0.0,1 2 3 4,1,0,Struggling
2.4,7.0,57.0,5.0,3.4968530174009627,1,1,1,1,1,1,1,6.0,1,1.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
1.5,8.0,45.0,4.0,4.020955201777119,0,1,1,1,1,2,0,4.0,1,3.0,0,0,2 97,1,1.0,1 2 3 4 5,1,0,On Track
1.75,9.0,44.0,2.0,3.486116253239541,0,0,1,1,0,1,0,6.0,1,7.0,1,1,1,1,0.0,1 2 3 4 5,1,0,On Track
4.0,5.0,71.0,4.0,2.5161051462421327,0,0,0,1,0,2,1,4.0,1,5.0,0,1,1,0,0.0,2,0,0,Struggling
3.0,8.0,46.0,5.0,3.941132913735654,1,1,1,1,0,2,1,4.0,1,2.0,0,0,1,1,0.0,2 4 5,1,0,On Track
2.25,6.0,35.0,6.0,3.5616438356164384,0,1,1,0,1,1,0,6.0,1,3.0,0,1,1,1,1.0,1 2 3 4 5,1,0,On Track
1.0,6.0,30.0,3.0,3.26027397260274,1,1,1,1,0,1,0,5.0,1,5.0,0,1,1,1,0.0,1 2 3 4 5,0,0,On Track
2.75,5.0,24.0,4.0,3.578674564975935,1,0,1,1,1,1,1,7.0,1,2.0,0,1,1 2,1,0.0,1 2 3 4 5,1,0,On Track
1.75,6.0,57.0,3.0,3.62680488707886,1,0,1,1,0,1,0,6.0,1,6.0,0,1,1 2,1,0.0,1 2 3 4 5,1,0,On Track
2.9,8.0,38.0,6.0,3.8248796741947424,1,1,0,1,1,1,1,5.0,1,7.0,0,1,1,1,1.0,1 2,1,0,On Track
4.8,5.0,79.0,1.0,3.6575342465753424,0,1,1,1,1,2,0,6.0,1,6.0,1,1,1,1,1.0,1 2 4,1,0,On Track
2.0,5.0,68.0,7.0,2.9785264716771565,1,1,0,1,1,2,1,4.0,0,3.0,0,1,2,0,1.0,1 2 3 4 5,1,0,Struggling
3.0,8.0,40.0,6.0,3.988152536097741,1,1,1,1,1,1,1,6.0,1,4.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
3.0,9.0,53.0,5.0,3.978156238430211,0,1,1,1,1,1,1,6.0,1,3.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
4.75,5.0,31.0,6.0,4.022954461310626,1,1,1,1,1,1,1,5.0,1,6.0,0,1,3 97,1,0.0,1 2 3 4 5,1,0,On Track
4.8,8.0,49.0,2.0,2.8208071084783413,0,0,0,1,1,2,1,6.0,1,2.0,0,1,1,1,0.0,1 2 3 4 5,0,0,Struggling
4.8,9.0,39.0,4.0,4.596815994076268,1,1,1,1,1,2,1,4.0,1,4.0,0,1,2,1,1.0,2 3 4 5,1,0,On Track
0.75,6.0,24.0,3.0,3.913365420214736,0,0,1,1,0,2,0,5.0,1,5.0,1,1,1 2,1,0.0,1 2 3 4 5,1,0,On Track
3.0,5.0,29.0,3.0,3.0099962976675307,1,1,1,1,1,1,0,6.0,0,3.0,0,1,1 2 3,1,1.0,1 2 3 4 5,1,0,On Track
4.8,8.0,34.0,4.0,3.7963717141799336,1,1,1,1,0,2,1,5.0,1,5.0,0,1,1,1,0.0,1 2 4,1,0,On Track
1.9,1.0,75.0,4.0,2.695668271010737,0,1,0,1,0,1,0,5.0,1,5.0,0,1,1,0,1.0,1 2 4,1,1,Struggling
1.0,7.0,38.0,3.0,4.423176601258793,0,0,0,0,0,1,0,6.0,0,4.0,1,1,1,1,1.0,1 2 3,1,0,On Track
4.8,7.0,58.0,7.0,3.916697519437245,0,1,0,1,1,2,1,6.0,1,5.0,0,1,1,1,1.0,1 2 3 4 5,1,0,On Track
1.0,7.0,31.0,3.0,2.5749722325064788,1,1,0,0,1,2,1,3.0,0,4.0,0,0,1,0,0.0,1,0,0,Struggling
1.75,5.0,37.0,5.0,4.460570159200295,1,0,0,1,1,1,0,7.0,1,6.0,0,1,2,1,0.0,1 2 3 4 5,1,0,On Track
2.75,7.0,39.0,4.0,3.966679007774898,1,0,0,1,1,1,1,6.0,1,3.0,0,1,2,1,0.0,1 2 3 4 5,1,0,On Track
3.0,6.0,44.0,5.0,3.7338022954461314,1,1,1,1,0,2,1,6.0,1,3.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
3.0,4.0,48.0,5.0,2.176231025546094,0,1,1,1,1,2,1,5.0,0,5.0,0,1,1,1,1.0,1 2 3 4 5,1,0,Struggling
3.0,6.0,45.0,7.0,3.4455757126990005,1,1,1,1,0,2,1,6.0,1,4.0,0,1,2,1,1.0,1 2 3 5,1,0,On Track
1.5,9.0,41.0,2.0,4.0388744909292855,1,0,0,0,1,1,1,5.0,1,5.0,0,1,1,1,1.0,1 2 3 4 5,1,0,On Track
4.8,6.0,54.0,5.0,4.110329507589782,1,1,1,1,1,1,1,6.0,1,4.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
3.0,3.0,36.0,4.0,4.060718252499075,1,1,1,1,1,1,1,4.0,1,4.0,0,1,3,1,1.0,1 2 3 4 5,0,0,On Track
0.75,10.0,54.0,2.0,3.435764531654943,0,1,1,1,0,1,0,5.0,1,5.0,1,1,1,1,1.0,1 2 3 4 5,1,0,On Track
4.75,10.0,58.0,7.0,4.205183265457237,0,1,1,1,1,1,1,7.0,1,4.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
4.8,9.0,63.0,7.0,3.979266938171048,0,1,1,1,0,2,0,6.0,1,2.0,0,1,2 97,1,1.0,1 2 3 4 5,1,0,On Track
2.0,5.0,31.0,2.0,3.173639392817475,0,0,0,1,1,2,1,5.0,0,6.0,0,1,3,0,0.0,1 2 3 4 5,0,0,On Track
1.5,1.0,40.0,4.0,3.4998148833765272,1,0,1,1,1,1,1,5.0,1,4.0,0,0,2,1,1.0,1 2 3 4 5,1,0,On Track
3.5,5.0,54.0,5.0,3.810810810810811,1,1,1,1,1,2,1,6.0,1,4.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
1.5,1.0,35.0,5.0,4.315808959644576,1,0,1,1,1,1,1,6.0,1,4.0,0,0,2,1,1.0,1 2 3 4 5,1,0,On Track
4.75,4.0,25.0,1.0,4.2110329507589785,1,0,0,1,1,2,1,7.0,1,4.0,1,1,2,1,0.0,1 2 3 4 5,1,0,On Track
4.8,10.5,46.0,3.0,3.2073306182895225,1,1,1,1,1,2,1,7.0,0,2.0,0,1,1 2 3,1,1.0,1 2 3 4 5,1,0,On Track
2.75,5.0,34.0,1.0,3.4276194002221403,0,0,1,1,1,1,0,7.0,1,3.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
3.75,7.0,47.0,7.0,3.8237689744539054,0,1,1,1,1,1,0,7.0,1,5.0,0,1,3,1,1.0,1 2 3 4 5,1,0,On Track
2.75,7.0,33.0,4.0,4.251018141429101,1,0,0,1,1,2,1,7.0,1,7.0,0,1,1,1,1.0,1 2 3 4 5,1,0,On Track
4.8,8.0,56.0,5.0,2.325435024065161,1,0,0,0,1,1,0,3.0,0,5.0,0,1,3,0,0.0,1 2 3 4 5,1,0,Struggling
2.0,9.0,46.0,5.0,4.001480932987782,0,1,1,1,0,1,1,6.0,1,4.0,1,1,1,1,1.0,2 4,1,0,On Track
4.8,7.0,40.0,5.0,3.5597926693817104,0,0,0,1,1,1,1,5.0,1,3.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
4.8,7.0,44.0,4.0,2.9129951869677897,0,0,1,1,1,2,1,5.0,1,5.0,1,1,1,1,1.0,1 2 4 5,1,0,Struggling
4.0,8.0,73.0,5.0,3.743206219918549,0,0,0,1,0,2,0,6.0,1,2.0,1,0,3,0,0.0,1 2 4,1,1,On Track
4.5,8.0,56.0,4.0,3.8793039614957423,0,1,1,1,1,1,1,6.0,1,3.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
4.75,7.0,54.0,4.0,4.821991854868567,1,0,1,1,0,2,1,6.0,1,7.0,0,1,1 2,1,0.0,1 2 3 4 5,1,0,On Track
4.8,7.0,45.0,4.0,4.014809329877823,0,1,1,1,0,1,0,6.0,1,5.0,1,1,1,1,0.0,1 2 4,1,1,On Track
1.5,10.5,62.0,6.0,4.445390596075528,1,0,1,1,1,1,1,5.0,1,4.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
2.0,9.0,48.0,5.0,4.2428730099962975,0,0,1,1,0,1,1,5.0,1,4.0,1,1,2,1,1.0,1 2 3 4 5,1,0,On Track
1.75,10.5,53.0,5.0,4.390225842280637,0,0,1,1,0,2,0,6.0,1,5.0,0,1,1,1,1.0,1 2 3 4 5,1,0,On Track
4.0,7.0,69.0,5.0,4.089226212513884,1,1,1,1,0,1,1,5.0,1,5.0,1,1,2,1,1.0,1 2 3 4 5,1,0,On Track
4.8,5.0,57.0,6.0,3.767863754165124,0,1,0,1,1,2,1,6.0,1,3.0,0,1,3,0,1.0,1 2 4 5,1,0,On Track
4.8,6.0,44.0,5.0,3.2943354313217323,0,1,1,1,1,1,1,6.0,1,5.0,0,1,1,0,1.0,1 2 3 5,1,0,On Track
1.5,9.0,59.0,4.0,4.547574972232506,1,1,1,1,1,1,1,5.0,1,2.0,1,1,2,1,1.0,1 2 3 4,1,0,On Track
4.5,3.0,60.0,5.0,2.656423546834506,0,0,1,1,1,1,1,6.0,1,3.0,0,1,2,1,1.0,1 2 3 4 5,1,0,Struggling
4.0,7.0,60.0,6.0,3.945945945945946,1,1,1,1,1,1,1,7.0,1,4.0,0,1,2,1,1.0,1 2 3 5,1,0,On Track
4.8,8.0,42.0,6.0,4.036653091447612,1,1,1,1,1,1,0,6.0,1,5.0,1,1,1,1,0.0,1 2 4,1,0,On Track
4.0,3.0,68.0,5.0,3.8171047760088856,1,1,1,1,1,1,1,5.0,1,4.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
3.0,6.0,41.0,6.0,3.813032210292485,1,1,1,1,1,1,0,5.0,1,5.0,1,1,1,1,1.0,1 2 3 4,1,0,On Track
2.0,6.0,35.0,4.0,2.643465383191411,0,1,0,1,0,1,0,4.0,1,4.0,0,1,1 2,1,1.0,1 2 3 4 5,1,0,Struggling
1.0,9.0,35.0,5.0,4.982599037393557,0,1,1,1,1,1,0,6.0,1,6.0,1,1,1,1,1.0,1 2 3 4,1,0,On Track
1.75,7.0,55.0,3.0,4.691299518696779,0,0,1,1,0,1,0,6.0,1,6.0,1,1,1 2,1,0.0,1 2 3 4 5,1,0,On Track
4.8,4.0,53.0,7.0,3.937060348019252,1,1,1,1,1,1,1,6.0,1,4.0,0,1,3,1,1.0,1 2 3 4 5,1,0,On Track
4.0,8.0,43.0,3.0,4.591262495372085,1,1,1,1,1,1,0,5.0,1,3.0,0,1,1,1,1.0,2 4,1,0,On Track
1.7,6.0,36.0,4.0,5.244057756386524,1,1,1,1,1,2,0,4.0,1,4.0,0,1,1,0,1.0,1 2 3 4 5,1,1,On Track
3.75,6.0,32.0,5.0,3.862495372084413,1,0,1,1,1,1,1,5.0,1,4.0,0,1,2,1,1.0,2 3 4 5,1,0,On Track
4.75,3.0,80.0,4.0,2.835616438356164,0,1,1,1,1,2,1,6.0,1,4.0,0,1,3 97,1,0.0,1 2 3 4 5,1,0,Struggling
2.5,4.0,50.0,4.0,4.507589781562384,0,0,1,1,1,1,0,6.0,1,5.0,1,1,2,1,1.0,1 2 3 4 5,1,1,On Track
4.8,8.0,40.0,6.0,4.718252499074417,0,1,1,1,1,1,0,6.0,1,6.0,0,1,1 2,1,1.0,1 2 4,1,0,On Track
4.8,5.0,63.0,6.0,3.907811921510552,1,1,1,1,0,2,1,7.0,1,3.0,0,1,2,1,1.0,1 2 3 5,1,0,On Track
4.8,6.0,45.0,5.0,3.3047019622362086,1,1,1,1,1,1,1,6.0,1,5.0,0,1,1 2,0,1.0,1 2 3 4 5,1,0,On Track
1.75,4.0,52.0,5.0,4.4724176231025545,0,0,1,1,0,1,0,7.0,1,4.0,1,1,1 2,1,0.0,1 2 3 4 5,1,0,On Track
